Restaurant ID,Name,Aggregate Rating,Rating Subtitle,Votes,Dining Review Count,Delivery Rating,Delivery Review Count,Cost for Two,Cost for One,Locality,Address,Cuisine,City,latitude,longitude
20795383,Mr Momos & Mrs Noodles,3.9,Good,113,0,3.9,113,₹300 for two,₹200 for one,"Sector 57, Gurgaon","Shop 28, MKM Market, Sector 57, Gurgaon","Chinese, Momos, Shake, Beverages",Delhi NCR,28.42666,77.07859
19435733,Lebanese Points,4.3,Very Good,"1,789",0,4.3,"1,789",₹500 for two,₹200 for one,"Sushant Shopping Arcade, Sushant Lok, Gurgaon","G- 047, Lower Ground Floor, Sushant Shopping Arcade, Shushant Marg, Sushant Lok, Gurgaon","Lebanese, Rolls",Delhi NCR,28.42805,77.10968
19169038,Dilli Biryani,3.9,Good,"1,150",0,3.9,"1,150",₹400 for two,₹200 for one,"Sohna Road, Gurgaon","Shop 1, CD Tower, Sector 48, Sohna Road, Gurgaon","Biryani, North Indian, Mughlai, Desserts",Delhi NCR,28.42599,77.03815
20705996,Chicken Ae Chakna,4.4,Very Good,192,0,4.4,192,₹550 for two,₹200 for one,"Sector 39, Gurgaon","1st Floor, Zaildar Complex, Jharsa Road, Sector 39, Gurgaon",North Indian,Delhi NCR,28.44081,77.05128
19401826,Chef Orders,3.1,Average,128,0,3.1,128,₹600 for two,₹200 for one,"South City 2, Gurgaon","House 217, Ground Floor, Block Q1, Near Park Hospital, Sector 49, South City 2, Gurgaon","North Indian, Mughlai, Chinese, Biryani, Beverages",Delhi NCR,28.41887,77.04558
20681452,Dana Paani,3.6,Good,40,0,3.6,40,₹500 for two,₹200 for one,"Sector 39, Gurgaon","Ground Floor, Village Jharsa, Patti Khilor, Shamshpur, Sector 39, Gurgaon","North Indian, Wraps, Rolls, Desserts",Delhi NCR,28.44081,77.05128
20491649,Mama's Pizzeria,4.1,Very Good,359,0,4.1,359,₹450 for two,₹350 for one,"Sushant Lok, Gurgaon","Shop 2, Upper Ground Floor, A Block, Bestech Centre Point, Sushant Lok, Gurgaon","Pizza, Pasta, Fast Food",Delhi NCR,28.47134,77.07421
20831639,Supreme Cake Bakers,4.3,Very Good,49,0,4.3,49,₹650 for two,₹350 for one,"Sector 66, Gurgaon","Sohna Road, Near Sanjeevni Hospital, Badshahpur, Sector 66, Gurgaon",Bakery,Delhi NCR,28.39249,77.05418
19696832,Artiste Handcrafted Ice Cream,4.4,Very Good,653,3,4.4,650,₹300 for two,₹350 for one,"Central Plaza Mall, Golf Course Road, Gurgaon","Shop G-9/A, Central Plaza Mall, Golf Course Road, Gurgaon","Ice Cream, Desserts, Beverages",Delhi NCR,28.44283,77.10142
20612283,When In Rome,4.3,Very Good,580,0,4.3,580,"₹1,200 for two",₹350 for one,"Sector 53, Gurgaon","679, Saraswati Kunj, Golf Course Road, Sector 53, Gurgaon","Pizza, Pasta, Italian, Desserts",Delhi NCR,28.44407,77.09582
20460508,Kaati Zone Rolls and Wraps,3.8,Good,23,0,3.8,23,₹300 for two,₹350 for one,"Sector 49, Gurgaon","Shop 26, Ground Floor, Block A, Omaxe Gurgaon Mall, Sector 49, Gurgaon","Rolls, Wraps, Fast Food, Desserts, Shake",Delhi NCR,28.41182,77.0498
20750939,Ghar Jaisa Khana,3.5,Good,232,0,3.5,232,₹300 for two,₹350 for one,"South City 2, Gurgaon","Shop 24, Ground Floor, Rodeo Drive Shopping Complex, South City 2, Gurgaon","North Indian, Chinese",Delhi NCR,28.41887,77.04558
20563287,Yummy Yummy Chinese,3.4,Average,6,0,3.4,6,₹200 for two,₹350 for one,"DLF Phase 4, Gurgaon","Shop 15, Ground Floor, 786 Complex, DLF Phase 4, Gurgaon",Chinese,Delhi NCR,28.469,77.08278
19915816,Pizza Mafia,3.8,Good,366,0,3.8,366,₹500 for two,₹350 for one,"Sector 39, Gurgaon","Patti Khilor, Village Jharsa, Near Kanhai Mor, Sector 39, Gurgaon","North Indian, Fast Food, Chinese, Beverages, Juices, Healthy Food, Sandwich, Pizza",Delhi NCR,28.44081,77.05128
19582515,Super Waffle King,3.3,Average,681,0,3.3,681,₹300 for two,₹350 for one,"Sector 43, Gurgaon","C-318A, Sushant Lok 1, Phase 1, Sector 43, Gurgaon","Waffle, Pancake, Ice Cream, Desserts, Beverages",Delhi NCR,28.45556,77.09445
20673215,AK Super Chaat,3.8,Good,107,9,3.9,98,₹250 for two,₹350 for one,"MG Road, Gurgaon","House 729, Saraswati Vihar, MG Road, Gurgaon","Chinese, Fast Food, Street Food",Delhi NCR,28.46111,77.0961
19465314,Dhaba By Taj,3.1,Average,3,0,3.1,3,₹400 for two,₹350 for one,"Sector 17, Gurgaon","Shop 3, Nath Complex, Basement, Sukhrali, Adampur, Sector 17, Gurgaon","North Indian, Mughlai, Rolls, Chinese, Bihari",Delhi NCR,28.48024,77.0593
20806275,Biryani Billes,3.1,Average,68,0,3.1,68,₹350 for two,₹350 for one,"Sector 8, Gurgaon","Shop 51, Jail Road Market, Near Shona Road, Sector 8, Gurgaon","Biryani, North Indian",Delhi NCR,28.45946,77.02114
19797436,Mehboob Biryani House,2.8,Average,156,0,2.8,156,₹350 for two,₹200 for one,"South City 2, Gurgaon","House 217, Ground Floor, Block Q1, Near Park Hospital, Sector 49, South City 2, Gurgaon","Biryani, North Indian",Delhi NCR,28.41887,77.04558
20443527,Gatakk,4.2,Very Good,196,0,4.2,196,₹300 for two,₹200 for one,"Sushant Shopping Arcade, Sushant Lok, Gurgaon","H 222, Upper Ground Floor, Sushant Shopping Arcade, Sushant Lok, Gurgaon","Burger, Fast Food, Shake, Beverages",Delhi NCR,28.42805,77.10968
20365631,Cheesecakes by CakeZone,3.8,Good,34,0,3.8,34,₹550 for two,₹200 for one,"Sohna Road, Gurgaon","128A, Ground Floor, Near Guga Mandir, Sohna Road, Gurgaon","Bakery, Desserts",Delhi NCR,28.42599,77.03815
18800459,Shokeen Mumbai Vada Pav,3.4,Average,"7,025",0,3.4,"7,025",₹300 for two,₹200 for one,"MG Road, Gurgaon","Shop 609, Krishna Market, Chakkarpur, MG Road, Gurgaon","Rolls, Momos, Chinese, Burger",Delhi NCR,28.46111,77.0961
20859223,Punjabi Zaika Estd 1975,2.9,Average,0,0,2.9,0,₹500 for two,₹200 for one,"Sector 56, Gurgaon","Shop 404, Metro World Mall, Sector 56, Gurgaon","North Indian, Mughlai, Rolls, Biryani, Kebab",Delhi NCR,28.42994,77.09369
18382124,Tangelo -Gourmet Ice Cream,4.3,Very Good,335,0,4.3,335,₹250 for two,₹200 for one,"South City 2, Gurgaon","Gahlot Farm, Ground Floor, Near Plot 521, Sector 47, South City 2, Gurgaon","Ice Cream, Desserts",Delhi NCR,28.41887,77.04558
20238124,Dirty Dough Pizza By Moets,4.1,Very Good,399,2,4.1,397,"₹1,000 for two",₹200 for one,"Supermart 1, DLF Phase 4, Gurgaon","Shop B-111, DLF Super Mart-1, DLF Phase 4, Gurgaon","Pizza, Pasta, Italian, Fast Food, Beverages",Delhi NCR,28.46809,77.08567
18594230,The Forestta,3.8,Good,"2,763","1,526",4.0,"1,237","₹1,000 for two",₹200 for one,"Sector 54, Gurgaon","Plot 27, Saraswati Kunj, Suncity, Opposite Alchemist Hospital, Sector 54, Gurgaon","North Indian, Chinese, Italian, Continental, Desserts, Beverages",Delhi NCR,28.44592,77.12238
8597,Shawarma House,4.2,Very Good,23.6K,"1,758",4.1,21.9K,₹500 for two,₹200 for one,"Central Plaza Mall, Golf Course Road, Gurgaon","2, Central Plaza Mall, Golf Course Road, Gurgaon","Shawarma, Middle Eastern, Wraps, Mediterranean, Fast Food",Delhi NCR,28.44283,77.10142
20796862,Fried Rice Expert,3.8,Good,70,0,3.8,70,₹500 for two,₹200 for one,"Sushant Lok, Gurgaon","Shop G214, Under Ground Floor, Sushant Shopping Arcade, Sushant Lok, Gurgaon","Chinese, Fast Food",Delhi NCR,28.47134,77.07421
20782063,Bethak,3.6,Good,84,0,3.6,84,₹300 for two,₹200 for one,"Sector 45, Gurgaon","Shop 8, Near By Liquor Shop, Kanhai Village Main Road, Sector 45, Gurgaon","North Indian, Biryani",Delhi NCR,28.44551,77.06736
19824140,Shyam Ji Rabdi Point,3.0,Average,146,0,3.0,146,₹300 for two,₹200 for one,"South City 2, Gurgaon","House 217, Ground Floor, Block Q1, Near Park Hospital, South City 2, Gurgaon","Mithai, Desserts",Delhi NCR,28.41887,77.04558
19888518,Khush Dil Kulfi,3.4,Average,181,0,3.4,181,₹200 for two,₹100 for one,"Sector 49, Gurgaon","Shop 7, Fazilpur Chowk, Near Omaxe City Centre, Sector 49, Gurgaon",Desserts,Delhi NCR,28.41182,77.0498
19561396,The Chaat Walk,4.2,Very Good,"2,514",0,4.2,"2,514",₹300 for two,₹100 for one,"DLF Phase 4, Gurgaon","SG-47, DLF Galleria Shopping Market, DLF Phase 4, Gurgaon","Street Food, Fast Food, Beverages, Desserts",Delhi NCR,28.469,77.08278
20005090,Swear By Biryani,4.2,Very Good,"2,342",0,4.2,"2,342",₹650 for two,₹100 for one,"Golf Course Road, Gurgaon","679, Saraswati kunj, Sector-53, Golf Course Road, Gurgaon","Biryani, Kebab, Mughlai",Delhi NCR,28.43152,77.11893
19657988,Pizza Bite,3.4,Average,78,2,3.4,76,₹450 for two,₹100 for one,"Sector 39, Gurgaon","Shop 51A, Hudda Market, Sohna Chowk, Sector 11, Near Sector 39, Gurgaon","Pizza, Beverages",Delhi NCR,28.44081,77.05128
19582516,Timpano - The Pasta Shop,4.0,Very Good,"1,656",0,4.0,"1,656",₹500 for two,₹100 for one,"Sector 39, Gurgaon","Near Unitech Cyberpark, Jharsa Road, Sector 39, Gurgaon",Italian,Delhi NCR,28.44081,77.05128
19548804,The Shawarma Section,4.0,Very Good,"1,617",10,4.0,"1,607",₹300 for two,₹100 for one,"DLF Phase 5, Gurgaon","Shop 1, Near American Express, DLF Phase 5, Gurgaon","Lebanese, Chinese, Fast Food",Delhi NCR,28.46355,77.08364
19432486,Healthy Bowls & More,4.1,Very Good,85,0,4.1,85,₹400 for two,₹100 for one,"Sohna Road, Gurgaon","Shop 1, CD Tower, CD Chowk, Sector 48, Sohna Road, Gurgaon","North Indian, Chinese",Delhi NCR,28.42599,77.03815
20272538,L’ Waffle Dé Paris,4.1,Very Good,755,41,4.4,714,₹450 for two,₹100 for one,"Sector 50, Gurgaon","G-1A, Baani Square, Sector 50, Gurgaon","Desserts, Waffle, Ice Cream, Pancake, Shake, Beverages",Delhi NCR,28.41641,77.0606
19358119,Radhe Maa Ki Rasoi Pure Veg,4.0,Very Good,25,3,4.0,22,₹350 for two,₹100 for one,"Sector 29, Gurgaon","Shop 11/12, Sector 29, Gurgaon",North Indian,Delhi NCR,28.46832,77.06799
20489730,Subbro,3.6,Good,432,0,3.6,432,₹300 for two,₹100 for one,"Sushant Lok, Gurgaon","G 148, GF, Sushant Arcade, Sushant Lok, Gurgaon","Fast Food, Salad, Wraps",Delhi NCR,28.47134,77.07421
19341128,Bao & More,4.1,Very Good,688,0,4.1,688,"₹1,200 for two",₹100 for one,"DLF Phase 4, Gurgaon","1126, Shop 02, Ground Floor, 786 Complex, DLF Phase 4, Gurgaon","Chinese, Asian, Momos, Thai, Continental, Beverages",Delhi NCR,28.469,77.08278
19875074,Cake And Art,3.5,Good,620,0,3.5,620,₹300 for two,₹100 for one,"DLF Phase 4, Gurgaon","451, Ground Floor, Sector-27, DLF Phase 4, Gurgaon",Bakery,Delhi NCR,28.469,77.08278
20843571,Healthie Food King,3.9,Good,66,0,3.9,66,₹200 for two,₹100 for one,"Sector 8, Gurgaon","122/20, Gali 1, Om Nagar, Khandsa Road, Sector 8, Gurgaon",North Indian,Delhi NCR,28.45946,77.02114
20758171,Chatar Patar,3.5,Good,51,0,3.5,51,₹250 for two,₹100 for one,"Sector 69, Gurgaon","Shop 131, First Floor, Spaze Corporate Park, Sector 69, Gurgaon","Tea, Fast Food",Delhi NCR,28.39464,77.03595
20516889,Pandit Ji Pakoda Hut,3.6,Good,14,0,3.6,14,₹350 for two,₹150 for one,"DLF Phase 4, Gurgaon","Shop 7, Om Apartment, Chakkarpur, DLF Phase 4, Gurgaon","Burger, Street Food, Desserts",Delhi NCR,28.469,77.08278
19607221,Pyros Pizza,3.8,Good,828,0,3.8,828,₹700 for two,₹300 for one,"Sushant Lok, Gurgaon","E 114, Ground Floor, Sushant Shopping Arcade, Sushant Lok Phase 1, Sushant Lok, Gurgaon","Pizza, Italian",Delhi NCR,28.47134,77.07421
20575158,Qing's Chinese,4.0,Very Good,148,0,4.0,148,₹600 for two,₹250 for one,"Sector 50, Gurgaon","A8 - 10, JP Market, Sector 50, Gurgaon","Chinese, Momos, Asian",Delhi NCR,28.41641,77.0606
19648561,Haryana Special Thali,3.3,Average,31,0,3.3,31,₹300 for two,₹150 for one,"Sector 50, Gurgaon","Shop 32 A, JP Market, Near Ocus Quantum Mall, Shamspura, Sector 50, Gurgaon","North Indian, Beverages",Delhi NCR,28.41641,77.0606
19888865,Cakes For Celebration,3.7,Good,48,0,3.7,48,₹400 for two,₹200 for one,"DLF Phase 4, Gurgaon","3026, Basment, Near Vihari Mandi, Sector 28, DLF Phase 4, Gurgaon",Bakery,Delhi NCR,28.469,77.08278
20896891,Cooker Curry,4.3,Very Good,49,0,4.3,49,₹500 for two,₹200 for one,"Sector 69, Gurgaon","131, 1st Floor, Spaze Corporate Park, Tower A, Tulip Chowk, Sector 69, Gurgaon","North Indian, Biryani, Chinese, Shake, Beverages",Delhi NCR,28.39464,77.03595
20591386,Groaker Burgers,4.3,Very Good,459,0,4.3,459,₹400 for two,₹200 for one,"Sushant Lok, Gurgaon","SHOP F-107-GF, SUSHANT SHOPPING ARCADE, SUSHANT LOK-1, Chakarpur 74, Gurgaon, Gurugram, Haryana, Sushant Lok, Gurgaon","Burger, Fast Food, American",Delhi NCR,28.47134,77.07421
20211111,Hot Cup,4.3,Very Good,136,0,4.3,136,₹300 for two,₹150 for one,"MG Road, Gurgaon","Sarswati Vihar, MG Road, Gurgaon","Tea, Beverages",Delhi NCR,28.46111,77.0961
19733812,Paradesi Biryani,3.0,Average,54,0,3.0,54,₹500 for two,₹200 for one,"Old Railway Road, Gurgaon","Shop 51, Jail Road Market, Near Shona Road, Old Railway Road, Gurgaon",Biryani,Delhi NCR,28.45178,77.03094
19639825,The Millionaire Parantha & Pakora,3.4,Average,"2,029",0,3.4,"2,029",₹350 for two,₹150 for one,"DLF Phase 4, Gurgaon","Khasra 48/1, Shiva Market, Chakkarpur, Near Vakil Market, DLF Phase 4, Gurgaon","North Indian, Desserts, Street Food, Beverages",Delhi NCR,28.469,77.08278
19964555,Nirula's,3.9,Good,341,6,4.1,335,₹500 for two,₹150 for one,"South City 2, Gurgaon","Shop-CG 100, Block C, Unitech Arcadia, South City 2, Gurgaon","Desserts, Ice Cream, Shake, Beverages, Momos",Delhi NCR,28.41887,77.04558
20516885,Paratha & Ghee,4.0,Very Good,30,0,4.0,30,₹250 for two,₹150 for one,"DLF Phase 4, Gurgaon","Shop 7, Om Apartment, Chakkarpur, DLF Phase 4, Gurgaon","North Indian, Street Food, Chinese, Sandwich",Delhi NCR,28.469,77.08278
19637276,Alessandro's Pizza,3.8,Good,231,0,3.8,231,₹400 for two,₹150 for one,"DLF Phase 4, Gurgaon","Shop 12, 786 Complex, DLF Phase 4, Gurgaon",Pizza,Delhi NCR,28.469,77.08278
19692194,EKDUM! Biryanis Of India,3.9,Good,866,23,3.7,843,₹500 for two,₹150 for one,"Sushant Lok, Gurgaon","ROF Portico, Shop 19-20, Ground Floor, Sushant Lok, Gurgaon","Biryani, North Indian, Mughlai, Kebab, Beverages, Desserts",Delhi NCR,28.47134,77.07421
20030955,Healthie Diet House,4.2,Very Good,752,0,4.2,752,₹500 for two,₹150 for one,"Sector 50, Gurgaon","Shop A 32, Opposite Ocus Quantum Mall, JP Market, Shamshpur, Sector 50, Gurgaon","North Indian, South Indian, Salad, Pasta, Street Food, Fast Food, Healthy Food, Beverages",Delhi NCR,28.41641,77.0606
20716066,Oye Chhotu,3.3,Average,44,0,3.3,44,₹500 for two,₹150 for one,"Sector 39, Gurgaon","Ground Floor, Patti Khilor, Jharsa, Sector 39, Gurgaon","North Indian, Chinese, Biryani, Shawarma, Street Food, Beverages, Shake",Delhi NCR,28.44081,77.05128
19927751,Khoola Khao,3.7,Good,143,15,3.8,128,₹350 for two,₹150 for one,"Sector 39, Gurgaon","Plot 201, Sector 47, Near Sector 39, Gurgaon","North Indian, Chinese, Rolls, Street Food, Fast Food, Momos, Desserts, Beverages",Delhi NCR,28.44081,77.05128
19186907,Any Time Cake,3.4,Average,428,19,3.3,409,₹500 for two,₹150 for one,"South City 1, Gurgaon","Shop G4, Sharan Apartment, Moti Vihar, Main Market Road, Silokhra, South City 1, Gurgaon","Bakery, Desserts",Delhi NCR,28.41002,77.058
18812795,Solanas Chinese & Thai,4.3,Very Good,"2,127",242,4.0,"1,885",₹400 for two,₹150 for one,"Sector 60, Gurgaon","Kila 21/9, Shop 1, 2, 3, Ground Floor, CRPF Road, Sector 60, Gurgaon","Chinese, Sushi, Sichuan, Beverages, Japanese, Momos, Asian",Delhi NCR,28.39704,77.09792
20891821,ZaMore - Artisan Pizzas & More,4.0,Very Good,19,0,4.0,19,"₹1,000 for two",₹150 for one,"Sector 49, Gurgaon","Shop 160, First Floor, Eros City Square, Rosewood City, Sector 49, Gurgaon","Pizza, Pasta, Sandwich, Salad, Italian",Delhi NCR,28.41182,77.0498
20724549,Chinese Wala,4.0,Very Good,128,0,4.0,128,₹550 for two,₹150 for one,"Sushant Lok, Gurgaon","G12&37, Lower Ground Floor, Sushant Shopping Arcade, Sushant Lok Phase 1, Sushant Lok, Gurgaon",Chinese,Delhi NCR,28.47134,77.07421
20708907,Super Waffle King,3.6,Good,147,0,3.6,147,₹250 for two,₹150 for one,"Sector 44, Gurgaon","Shop U9/20, Near Repid Metro, Sector 44, Gurgaon","Waffle, Ice Cream, Pancake, Desserts, Shake, Beverages",Delhi NCR,28.45096,77.07342
19045054,Be Raw,4.0,Very Good,74,28,3.8,46,"₹1,000 for two",₹200 for one,"Sector 31, Gurgaon","Plot 145, Near Raheja Apartments, Sector 31, Gurgaon","North Indian, Chinese, Biryani, Momos, Beverages",Delhi NCR,28.45327,77.04887
19703598,Mighty Sandwiches,3.9,Good,111,0,3.9,111,₹400 for two,₹200 for one,"Sector 54, Gurgaon","G-14, Suncity Business Tower, Sector 54, Gurgaon","Fast Food, Sandwich, Biryani, Beverages, Shake",Delhi NCR,28.44592,77.12238
20484903,OG Momo,4.2,Very Good,412,0,4.2,412,₹450 for two,₹200 for one,"Sushant Lok, Gurgaon","G-14, Lower Ground Floor, Sushant Shopping Arcade, Sushant Lok, Gurgaon","Momos, Beverages",Delhi NCR,28.47134,77.07421
19546560,House Of Tandoori,3.8,Good,124,0,3.8,124,₹500 for two,₹200 for one,"DLF Phase 4, Gurgaon","Shop 02, H 1126, Ground Floor, 786 Complex, DLF Phase 4, Gurgaon","North Indian, Mughlai, Kebab, Biryani, Hyderabadi, Beverages",Delhi NCR,28.469,77.08278
19453542,Mughlai Andaaz,3.0,Average,111,0,3.0,111,₹600 for two,₹200 for one,"South City 2, Gurgaon","House 217, Ground Floor, Block Q1, Near Park Hospital, Sector 49, South City 2, Gurgaon","Chinese, North Indian, Mughlai, Bengali",Delhi NCR,28.41887,77.04558
20833110,Cultured Burgers,4.4,Very Good,148,0,4.4,148,₹600 for two,₹200 for one,"Sector 50, Gurgaon","Shop 16 & 17, Village Samaspur, JP Market, Near Ocus Technopolis, Sector 50, Gurgaon","Burger, Fast Food, American",Delhi NCR,28.41641,77.0606
20718003,Big Boy Burger Co. By Nirula's,2.3,Poor,6,0,2.3,6,₹300 for two,₹200 for one,"Sohna Road, Gurgaon","Shop 27, ILD Trade Centre, Sohna Road, Gurgaon","Burger, Sandwich, American, Fast Food, Hot dogs, Beverages",Delhi NCR,28.42599,77.03815
20697727,Pizza Party,3.7,Good,48,2,3.7,46,₹250 for two,₹200 for one,"Sector 45, Gurgaon","Shop 6, Complex Kahnai, Sector 45, Gurgaon","Pizza, Fast Food",Delhi NCR,28.44551,77.06736
19545123,Hukum – Authentic Indian Love,3.7,Good,192,0,3.7,192,₹800 for two,₹200 for one,"DLF Phase 4, Gurgaon","Shop 02, Ground Floor, 786 Complex, Near House 1126, DLF Phase 4, Gurgaon","North Indian, Mughlai, Kebab, Biryani, Fast Food, Beverages",Delhi NCR,28.469,77.08278
19658917,Place Of Pizza,4.0,Very Good,68,0,4.0,68,₹500 for two,₹200 for one,"Sector 39, Gurgaon","V.P.O, Jharsa, Sector 39, Gurgaon","Pizza, Shake",Delhi NCR,28.44081,77.05128
20648572,Nearmi Cafe & Restaurant,4.1,Very Good,75,5,4.2,70,"₹1,200 for two",₹200 for one,"Sector 39, Gurgaon","Plot 812 P, Shamshpur, Sector 47, Near Sector 39, Gurgaon","North Indian, Chinese, Sandwich, Fast Food, Continental, Rolls, Desserts, Beverages",Delhi NCR,28.44081,77.05128
20883122,The Old Delhi,3.9,Good,42,7,3.9,35,"₹1,000 for two",₹200 for one,"Ardee Mall, Ardee City, Gurgaon","A-15, Ardee Mall, Ardee City, Gurgaon","North Indian, Kebab, Mughlai, Rolls, Biryani",Delhi NCR,28.44493,77.08177
19824115,Khan Ji Biryani Wale,3.0,Average,124,0,3.0,124,₹700 for two,₹200 for one,"South City 2, Gurgaon","House 217, Ground Floor, Block Q1, Near Park Hospital, South City 2, Gurgaon","Biryani, Fast Food, Chinese",Delhi NCR,28.41887,77.04558
19968539,The Pizza Stone,2.9,Average,12,0,2.9,12,₹200 for two,₹200 for one,"Sector 39, Gurgaon","Shop 2A, Jharsa, Sector 39, Gurgaon","Pizza, Fast Food",Delhi NCR,28.44081,77.05128
19367236,Cantonese Aroma,4.1,Very Good,"1,873",110,4.2,"1,763","₹1,300 for two",₹200 for one,"Baani Square, Sector 50, Gurgaon","G-90, Ground Floor, D-Block, Baani Square, Sector 50, Gurgaon","Cantonese, Chinese, Asian, Salad, Seafood, Desserts, Beverages",Delhi NCR,28.42549,77.05737
309247,The Spice Lab,3.8,Good,14.3K,0,3.8,14.3K,"₹1,200 for two",₹200 for one,"Sector 50, Gurgaon","Near Khasra 85, Samaspur, Sector 50, Gurgaon","North Indian, Chinese",Delhi NCR,28.41641,77.0606
19900050,Pizza Vizza,3.1,Average,181,0,3.1,181,₹500 for two,₹200 for one,"South City 2, Gurgaon","House 217, Ground Floor Block Q1, Near Park Hospital Sector 49 Basai 50, South City 2, Gurgaon","Pizza, Pasta, Momos",Delhi NCR,28.41887,77.04558
19519009,Shousi Wu,4.1,Very Good,"1,363",161,4.1,"1,202",₹400 for two,₹200 for one,"Baani Square, Sector 50, Gurgaon","G 102, Ground Floor, Baani Square, Sector 50, Gurgaon","Sushi, Japanese, Sichuan, Beverages, Desserts",Delhi NCR,28.42549,77.05737
19894989,Dhaba By The Forestta,3.3,Average,805,19,3.8,786,₹300 for two,₹200 for one,"Sector 49, Gurgaon","Shop 1, Cd Tower, Fazilpur Chowk, Opposite Omaxe Mall, Sector 49, Gurgaon","North Indian, Mughlai",Delhi NCR,28.41182,77.0498
20159186,Royal Tandoor,3.4,Average,848,0,3.4,848,₹350 for two,₹200 for one,"South City 2, Gurgaon","Shop DG-24, Ground Floor, Rodeo Drive Shopping Complex, South City 2, Gurgaon","North Indian, Mughlai, Fast Food, Chinese, Biryani",Delhi NCR,28.41887,77.04558
19370679,Bharat Ratna,3.4,Average,47,6,3.2,41,₹600 for two,₹200 for one,"Sector 17, Gurgaon","Shop-3, Basement, Nath Complex, Sukhrali, Sector 17, Gurgaon","North Indian, Rolls, Mughlai",Delhi NCR,28.48024,77.0593
19651981,Vrat Fast Food,3.7,Good,277,0,3.7,277,₹400 for two,₹200 for one,"Sector 50, Gurgaon","Shop A 32, JP Market, Sector 50, Gurgaon","North Indian, Beverages",Delhi NCR,28.41641,77.0606
20575148,Hunger Station,4.2,Very Good,206,0,4.2,206,₹550 for two,₹200 for one,"Sector 50, Gurgaon","A8 - 10, JP Market, Sector 50, Gurgaon","North Indian, Mughlai, Chinese",Delhi NCR,28.41641,77.0606
19983739,Laxmi Sweets,2.9,Average,56,0,2.9,56,₹200 for two,₹200 for one,"Sector 8, Gurgaon","Shop 51A, Hudda Market, Sohna Chowk, Sector 11, Near Sector 8, Gurgaon","Mithai, Desserts",Delhi NCR,28.45946,77.02114
19946003,Punjabi Dhaba Since 2001,2.5,Average,7,0,2.5,7,₹500 for two,₹250 for one,"Sector 49, Gurgaon","Shop 15, Near Vega School, Sector 48, Near Sector 49, Gurgaon","North Indian, Mughlai, Chinese, Momos, Desserts, Beverages",Delhi NCR,28.41182,77.0498
19483458,Pehle Chai,3.9,Good,659,52,3.9,607,₹850 for two,₹250 for one,"Sushant Lok, Gurgaon","Shop 1, 2 & 3, Plot 728 BE, Ground Floor, Santosh Plaza, Sushant Lok, Gurgaon","Cafe, Fast Food, Street Food, Healthy Food, Beverages, Desserts",Delhi NCR,28.47134,77.07421
20730376,Raja Bhoj & Co.,4.3,Very Good,38,0,4.3,38,₹600 for two,₹250 for one,"Sector 39, Gurgaon","Ground Floor, Jharsa Village Road, Sector 39, Gurgaon","North Indian, Shawarma, Rolls, Kebab, Biryani",Delhi NCR,28.44081,77.05128
20673354,Momos King,3.9,Good,100,0,3.9,100,₹350 for two,₹250 for one,"Sector 50, Gurgaon","Shop 30-A, JP Market, Near Ocus Quantum Mall, Sector 50, Gurgaon","Momos, Chinese",Delhi NCR,28.41641,77.0606
20803913,Mustafik Chacha Biryani House,3.2,Average,75,0,3.2,75,₹350 for two,₹250 for one,"South City 2, Gurgaon","217/Q1, Ground Floor, South City 2, Gurgaon","Biryani, North Indian",Delhi NCR,28.41887,77.04558
20750756,Chakh Le India,3.8,Good,137,2,3.8,135,₹400 for two,₹250 for one,"Sector 69, Gurgaon","Shop 131, First Floor, Spaze Corporate Park, Sector 69, Gurgaon","North Indian, Chinese, Biryani, Healthy Food, Momos, Fast Food, Street Food, Beverages",Delhi NCR,28.39464,77.03595
19722687,Chinjabi By Imly,3.6,Good,254,0,3.6,254,₹500 for two,₹250 for one,"Sector 29, Gurgaon","SCO 32, Near ICICI Bank, Sector 29, Gurgaon","Chinese, Momos, Sichuan",Delhi NCR,28.46832,77.06799
18529873,The Ivy,4.4,Very Good,"9,498","1,507",4.3,"7,991","₹1,600 for two",₹250 for one,"Baani Square, Sector 50, Gurgaon","89/90, Ground Floor, Baani Square, Sector 50, Gurgaon","Italian, Salad, Continental, Desserts, Shake, Beverages",Delhi NCR,28.42549,77.05737
20834614,Bhai Ki Shawarma,4.3,Very Good,39,1,4.3,38,₹400 for two,₹250 for one,"Golf Course Road, Gurgaon","Shop 1, Near Americana Express, Golf Course Road, Gurgaon","Shawarma, Sandwich, Burger, Rolls, Chinese, Momos, Fast Food",Delhi NCR,28.43152,77.11893
19656898,Pizzeria Aroma,3.3,Average,58,0,3.3,58,₹350 for two,₹250 for one,"Sector 39, Gurgaon","Shop 51A, Hudda Market, Sohna Chowk, Sector 11, Near Sector 39, Gurgaon","Pizza, Beverages",Delhi NCR,28.44081,77.05128
20341685,Combo Mafia,3.5,Good,246,0,3.5,246,₹300 for two,₹250 for one,"Sector 39, Gurgaon","Patti Khilor, Village Jharsa, Near Kanhai Mor, Sector 39, Gurgaon","North Indian, Shawarma, Biryani, Fast Food, Shake, Beverages",Delhi NCR,28.44081,77.05128
