Restaurant ID,Name,Aggregate Rating,Rating Subtitle,Votes,Dining Review Count,Delivery Rating,Delivery Review Count,Cost for Two,Cost for One,Locality,Address,Cuisine,City,latitude,longitude
20087883,Momo Zone - The Momo Company,3.1,Average,101,0,3.1,101,₹450 for two,₹200 for one,"Malviya Nagar, New Delhi","90/62 B, First Floor, Main Market, Malviya Nagar, New Delhi","Momos, Burger, Wraps, Fast Food, Desserts",Delhi NCR,28.53387,77.20691
20546799,Food's Point,3.0,Average,6,0,3.0,6,₹200 for two,₹150 for one,"Malviya Nagar, New Delhi","C-105, Ground Floor, Panchsheel Vihar, Malviya Nagar, New Delhi","Burger, Sandwich, North Indian, Rolls, Chinese, Fast Food, Street Food",Delhi NCR,28.53387,77.20691
20401063,Cheesecakes by CakeZone,4.0,Very Good,10,0,4.0,10,₹550 for two,₹150 for one,"Vasant Kunj, New Delhi","Shop 2, Second Floor, Masoodpur, Dairy Farm Village, Vasant Kunj, New Delhi","Bakery, Desserts",Delhi NCR,28.53151,77.15021
19368365,Goodness To Go By Smoke House Deli,4.0,Very Good,137,0,4.0,137,₹450 for two,₹150 for one,"Saket, New Delhi","Shop 252/253, DLF Avenue, Saket, New Delhi","Healthy Food, Sandwich, European, Italian, Beverages, Juices, Salad",Delhi NCR,28.52407,77.20674
305243,Domino's Pizza,3.6,Good,18.1K,550,4.2,17.5K,₹350 for two,₹150 for one,"Vasant Square Mall, Vasant Kunj, New Delhi","01, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","Pizza, Fast Food",Delhi NCR,28.52489,77.15655
20367071,Cafe 99,3.8,Good,727,48,3.6,679,₹300 for two,₹150 for one,"Hauz Khas, New Delhi","Shop 2, SFS Gate 3, Hauz Khas, New Delhi","Burger, Waffle, Wraps, Fast Food, Shake, Beverages",Delhi NCR,28.55105,77.20398
19236970,Tossin Pizza,4.2,Very Good,"6,869",0,4.2,"6,869","₹1,200 for two",₹150 for one,"Vasant Kunj, New Delhi","57, Ground Floor, Masoodpur, Vasant Kunj, New Delhi","Pizza, Shake",Delhi NCR,28.53151,77.15021
19347907,Hong's Kitchen - Hearty! Tasty! Chinese!,4.1,Very Good,"6,451",136,4.2,"6,315",₹500 for two,₹150 for one,"Vasant Square Mall, Vasant Kunj, New Delhi","Shop 39, Plot A, Pocket 5, Ground Floor, Vasant Square Mall, Community Center, Sector B, Vasant Kunj, New Delhi","Chinese, Momos, Beverages",Delhi NCR,28.52489,77.15655
19802669,Desi Tadka By RDHS,3.5,Good,45,0,3.5,45,₹400 for two,₹150 for one,"Malviya Nagar, New Delhi","179-D, Khirki Village, Opposite Select City Mall, Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese, Biryani",Delhi NCR,28.53387,77.20691
17977779,Garam Masala,4.1,Very Good,14K,0,4.1,14K,₹900 for two,₹150 for one,"Chhatarpur, New Delhi","318/1, Tyagi Mohalla, Chhatarpur, New Delhi","North Indian, Mughlai, Chettinad, Rolls, Kebab, Chinese, Italian, Shake",Delhi NCR,28.5045,77.1736
19475833,Hong's Momos,3.6,Good,358,17,3.7,341,₹400 for two,₹150 for one,"Vasant Square Mall, Vasant Kunj, New Delhi","Shop G-39, Plot A, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","Momos, Chinese, Beverages",Delhi NCR,28.52489,77.15655
20874174,Legends,4.1,Very Good,981,0,4.1,981,₹350 for two,₹150 for one,"Lado Sarai, New Delhi","F/342, Ground Floor, Lado Sarai Village, Lado Sarai, New Delhi",Desserts,Delhi NCR,28.52642,77.19257
20826240,The Sandwich Story,3.6,Good,15,0,3.6,15,₹300 for two,₹150 for one,"Satyaniketan, New Delhi","Shop 298, Ground Floor, Satyaniketan, New Delhi","Sandwich, Burger, American, Fast Food, Beverages",Delhi NCR,28.58887,77.1693
20819747,Sandwich. In,0.0,Not rated,4,0,,4,₹200 for two,₹100 for one,"Aaya Nagar, New Delhi","Shop 6, Aaya Nagar, New Delhi","Sandwich, Pizza, Burger, Rolls, Beverages",Delhi NCR,28.57024,77.24696
20909059,Sardar Ji North Indian Food,0.0,Not rated,0,,,,₹200 for two,₹100 for one,"MG Road, New Delhi","Opposite MCD School, MG Road, New Delhi","Fast Food, Street Food, Chinese",Delhi NCR,28.64608,77.12666
19923062,Saksham's Bakery,3.8,Good,44,0,3.8,44,₹300 for two,₹150 for one,"Chhatarpur, New Delhi","D/43, Chhatarpur Extension Mark, Chhatarpur, New Delhi","Bakery, Desserts",Delhi NCR,28.5045,77.1736
19919236,Champa Ka Mutton,0.0,Not rated,3,0,,3,₹500 for two,₹200 for one,"Malviya Nagar, New Delhi","49, Maharashi Dayanand Marg, Hauz Khas, Malviya Nagar, New Delhi","North Indian, Mughlai",Delhi NCR,28.53387,77.20691
20087778,Pao Studio,0.0,Not rated,0,0,,0,₹300 for two,₹150 for one,"Adchini, New Delhi","81/1, 4th Floor, Aurobindo Tower, Sri Aurobindo Marg, Adchini, New Delhi","Sandwich, Healthy Food",Delhi NCR,28.53794,77.19911
20673966,Pancakes & More,0.0,Not rated,3,0,,3,₹600 for two,₹250 for one,"Malviya Nagar, New Delhi","L-14-A, Khirki, Hauz, Malviya Nagar, New Delhi","Pancake, Desserts, Salad",Delhi NCR,28.53387,77.20691
19691331,Moolchand Chur Chur Naan & Paratha Since 1979,3.2,Average,103,0,3.2,103,₹500 for two,₹200 for one,"Sainik Farms, New Delhi","Shop-9, Saidulajab Aket, Near Saket Metro Station Gate-2, Sainik Farms, New Delhi",North Indian,Delhi NCR,28.50555,77.21413
20742147,Momo Bro,0.0,Not rated,1,0,,1,₹600 for two,₹250 for one,"Vasant Kunj, New Delhi","Shop C/14, Masoodpur V, Main Road, Vasant Kunj, New Delhi","Momos, North Indian, Chinese, Rolls, Biryani",Delhi NCR,28.53151,77.15021
20775003,Indus Cremeary,0.0,Not rated,0,0,,0,₹400 for two,₹200 for one,"Vasant Kunj, New Delhi","162/9, KH 603, Kishangarh Vasant Kunj Basant Nagar, Vasant Kunj, New Delhi",Ice Cream,Delhi NCR,28.53151,77.15021
19714265,Cake AMPM,3.4,Average,152,0,3.4,152,₹500 for two,₹200 for one,"Adchini, New Delhi","5A, Kh-251/200, Flat-1, Lower Ground Floor, Adchini, New Delhi","Bakery, Desserts",Delhi NCR,28.53794,77.19911
20988108,Taste Of Nature,0.0,Not rated,0,,,,₹200 for two,₹100 for one,"Munirka, New Delhi","51, Munirka, New Delhi",North Indian,Delhi NCR,28.55652,77.16379
20960048,New Delhi Darbar Chicken Point,0.0,Not rated,0,,,,₹300 for two,₹150 for one,"Mehrauli, New Delhi","1096, Sunlight Apartment, Ward 1, Mehrauli, New Delhi","North Indian, Biryani",Delhi NCR,28.52113,77.18017
20937909,Chinese Hawker,0.0,Not rated,0,,,,₹300 for two,₹150 for one,"DLF Cyber City, Gurgaon","Block 5, Phase 3, DLF Cyber City, Gurgaon",Chinese,Delhi NCR,28.46264,77.09248
20941339,Paradise Roof Top Cafe And Restaurant,0.0,Not rated,2,,,,₹450 for two,₹200 for one,"MG Road, New Delhi","35, Bhai Market, 100 Futa Road, MG Road, New Delhi","North Indian, South Indian, Chinese, Pizza, Sandwich, Burger, Biryani, Shake",Delhi NCR,28.64608,77.12666
20892153,FoodGully By Sarovar,0.0,Not rated,0,0,,0,₹600 for two,₹250 for one,"Kapashera, New Delhi","88-89, Bijwasan Road, Kapashera, New Delhi","North Indian, Asian, Continental",Delhi NCR,28.52583,77.0844
20929170,Dubai Express,0.0,Not rated,0,,,,₹500 for two,₹200 for one,"MG Road, New Delhi","H 195, GTV 156, Ghitorni, MG Road, New Delhi","North Indian, Mughlai, Chinese",Delhi NCR,28.64608,77.12666
18268360,La Seine - The Chocolate Emporium,4.2,Very Good,"1,682",223,4.1,"1,459",₹500 for two,₹200 for one,"Green Park, New Delhi","G 54, Main Market, Green Park, New Delhi","Bakery, Fast Food, Desserts, Beverages, Cake",Delhi NCR,28.55897,77.20462
20949019,The Royal Biryani,0.0,Not rated,4,,,,₹200 for two,₹100 for one,"Saket, New Delhi","R-14, Ground Floor, Khirki Extension, Saket, New Delhi",Biryani,Delhi NCR,28.52407,77.20674
20941441,Zenith,0.0,Not rated,0,,,,"₹1,000 for two",₹400 for one,"Mahipalpur, New Delhi","RZ 293, A Block, National Highway 8, Mahipalpur, New Delhi","North Indian, Mughlai, Kebab, Biryani, Chinese, Sandwich, Beverages",Delhi NCR,28.54842,77.13636
20953929,Wok It Up!,4.0,Very Good,21,,,,₹500 for two,₹200 for one,"Sheikh Sarai, New Delhi","Shop 6, Pocket C, Phase - 1, Sheikh Sarai, New Delhi","Chinese, Momos",Delhi NCR,28.53502,77.22102
20988531,Spices Of Nature,0.0,Not rated,0,,,,₹500 for two,₹200 for one,"Munirka, New Delhi","51, Near Gurudwara, Munirka, New Delhi","North Indian, Biryani, Chinese, Momos, Rolls",Delhi NCR,28.55652,77.16379
18643800,Chaayos Chai+Snacks=Relax,4.0,Very Good,"1,676",122,3.9,"1,554",₹450 for two,₹200 for one,"DLF Cyber City, Gurgaon","RA 2, Ground Floor, Infinity Tower A, DLF Cyber City, Gurgaon","Tea, Cafe, Coffee, Rolls, Fast Food, Beverages",Delhi NCR,28.46264,77.09248
19783991,Chard - Burgers & Beyond,4.3,Very Good,"1,305",0,4.3,"1,305","₹1,000 for two",₹400 for one,"Malviya Nagar, New Delhi","C 118, Pansheel Vihar, Near Vishal Mega Mart, Malviya Nagar, New Delhi","Burger, Continental, Coffee, Ice Cream, Beverages",Delhi NCR,28.53387,77.20691
20058658,Burger King,3.7,Good,21,19,4.1,2,₹400 for two,₹200 for one,"Hauz Khas Metro Station, New Delhi","1, Hauz Khas Metro Station on Magenta Line, Line-8 of DMRC, Hauz Khas, New Delhi","Burger, Fast Food, Desserts, Shake",Delhi NCR,28.54334,77.20603
20266676,Oberoi Dhaba-Since 1954,4.0,Very Good,13,0,4.0,13,₹400 for two,₹200 for one,"DLF Phase 3, Gurgaon","S-54/28A, Street Last VPO, Nathupur, DLF Phase 3, Gurgaon","North Indian, Chinese",Delhi NCR,28.50079,77.09259
20720930,Kwality Wall’s Frozen Dessert and Ice Cream Shop,3.4,Average,17,0,3.4,17,₹200 for two,₹100 for one,"Hauz Khas, New Delhi","S-83/65, Begum Pur, Hauz Khas, New Delhi","Ice Cream, Desserts",Delhi NCR,28.55105,77.20398
18695489,Wah Ji Wah,3.8,Good,"7,761",326,3.8,"7,435",₹400 for two,₹200 for one,"Malviya Nagar, New Delhi","T-5, Khirki Extension, Krishna Mandir Road, Malviya Nagar, New Delhi","North Indian, Chinese, Rolls, Kebab, Fast Food, Momos",Delhi NCR,28.53387,77.20691
19219330,"Gianis - Ice Cream, Shakes & Sundaes",4.2,Very Good,"2,245",0,4.2,"2,245",₹350 for two,₹150 for one,"DLF Cyber City, Gurgaon","Ground Floor, Phase 3, Rapid Metro Station, Sector 24, DLF Cyber City, Gurgaon","Ice Cream, Shake",Delhi NCR,28.46264,77.09248
19264013,Dosa Point,3.6,Good,1,0,3.6,1,₹300 for two,₹150 for one,"Netaji Nagar, New Delhi","Shop 69, Main Market, Netaji Nagar, New Delhi","South Indian, North Indian, Chinese, Momos",Delhi NCR,28.57746,77.18517
19721438,Ghee and Turmeric,4.3,Very Good,"3,104",0,4.3,"3,104",₹700 for two,₹300 for one,"Green Park, New Delhi","Shop S-23B, Ground Floor, Main Market, Green Park, New Delhi",North Indian,Delhi NCR,28.55897,77.20462
19670002,The China Door,4.1,Very Good,"1,112",0,4.1,"1,112",₹500 for two,₹200 for one,"Malviya Nagar, New Delhi","T 7-A, Ground Floor, Khirki Extension, Malviya Nagar, New Delhi","Chinese, Momos, Fast Food",Delhi NCR,28.53387,77.20691
19421072,Starbucks Coffee,3.6,Good,668,5,4.1,663,₹900 for two,₹400 for one,"Udyog Vihar, Gurgaon","15, Ground Floor, Block B, Sector 20, Udyog Vihar, Gurgaon","Cafe, Coffee, Fast Food, Bakery, Desserts, Beverages",Delhi NCR,28.50683,77.08337
20717801,Goli Vada Pav No. 1,4.1,Very Good,103,0,4.1,103,₹350 for two,₹150 for one,"Munirka, New Delhi","378, Shop 1, Ground Floor, Munirka Village, Munirka, New Delhi","Street Food, Wraps",Delhi NCR,28.55652,77.16379
19500678,The Masala Story,3.8,Good,"6,419",0,3.8,"6,419",₹800 for two,₹350 for one,"Adchini, New Delhi","G 11, Property 91, Ground Floor, Sri Aurobindo Marg, Adchini, New Delhi","Kebab, North Indian, Chinese, Biryani, Mughlai, Fast Food, Desserts",Delhi NCR,28.53794,77.19911
18823688,FKC Chicken Hub,4.4,Very Good,"5,683",0,4.4,"5,683",₹250 for two,₹350 for one,"Malviya Nagar, New Delhi","T-19 A, Ground Floor, Khirki Extension, Malviya Nagar, New Delhi","Chinese, Sandwich, Burger, Fast Food",Delhi NCR,28.53387,77.20691
19442665,Andhra Kodi Pulao,4.1,Very Good,879,0,4.1,879,₹500 for two,₹350 for one,"Shahpur Jat, New Delhi","252, Shahpur Jat, New Delhi","Biryani, Andhra, Mughlai, North Indian, Street Food, Chinese",Delhi NCR,28.54859,77.21395
19683759,Nagpal's,3.3,Average,"1,743",34,3.8,"1,709",₹300 for two,₹350 for one,"Malviya Nagar, New Delhi","E 6-11-12, Shop 2, Malviya Nagar, New Delhi",North Indian,Delhi NCR,28.53387,77.20691
20351476,Bistro 57,4.1,Very Good,40,0,4.1,40,₹400 for two,₹350 for one,"Safdarjung, New Delhi","Shop 9 -10, B 6, DDA Market, Safdarjung, New Delhi","Fast Food, North Indian, Beverages",Delhi NCR,28.56583,77.19884
1918,Gopala,4.5,Excellent,826,0,4.5,826,₹300 for two,₹350 for one,"Yusuf Sarai, New Delhi","1, DDA Market, Yusuf Sarai, New Delhi","Mithai, Bakery, Street Food",Delhi NCR,28.55862,77.20802
18472629,Grill Inn,3.7,Good,89,23,4.1,66,₹300 for two,₹350 for one,"DLF Cyber City, Gurgaon","Building 14, DLF Cyber City, Gurgaon","Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",Delhi NCR,28.46264,77.09248
18750583,Blue Tokai Coffee Roasters,3.9,Good,229,53,3.8,176,"₹1,100 for two",₹350 for one,"Ambience Mall, DLF Phase 3, Gurgaon","Ground Floor, Ambience Mall, Near Gate 4, DLF Phase 3, Gurgaon","Cafe, Coffee, Beverages, Sandwich",Delhi NCR,28.50329,77.0938
20943762,FNP Cakes By Ferns N Petals,3.9,Good,0,,,,₹350 for two,₹350 for one,"Vasant Kunj, New Delhi","Khasra 473, Ground Floor, Opposite B-1, Vasant Kunj, New Delhi","Bakery, Desserts",Delhi NCR,28.53151,77.15021
306859,Hong Kong Express,3.9,Good,"8,559",411,4.0,"8,148",₹600 for two,₹350 for one,"Vasant Kunj, New Delhi","158/9, Near Ambience Tower, Kishangarh Car Market, Abdul Gafar Khan Marg, Vasant Kunj, New Delhi","Chinese, Thai",Delhi NCR,28.53151,77.15021
18394254,Amritsari Express,3.6,Good,195,98,3.8,97,₹600 for two,₹350 for one,"Ambience Mall, DLF Phase 3, Gurgaon","Food Court, 3rd Floor, Ambience Mall, DLF Phase 3, Gurgaon, Delhi NCR","North Indian, Beverages",Delhi NCR,28.50329,77.0938
20331076,Angels In My Kitchen,3.9,Good,100,1,3.9,99,₹500 for two,₹350 for one,"Vasant Vihar, New Delhi","Shop 5, CSC, Block D, Vasant Vihar, New Delhi","Bakery, Desserts, Fast Food, Beverages",Delhi NCR,28.56495,77.16132
19616977,Sugar & Spice,3.6,Good,73,4,4.3,69,₹500 for two,₹150 for one,"Udyog Vihar, Gurgaon","03, Ground Floor, Block B, DLF Cyber Park, Udyog Vihar, Gurgaon","Bakery, Desserts, Beverages",Delhi NCR,28.50683,77.08337
20265659,Imly,3.7,Good,292,146,3.6,146,"₹1,000 for two",₹150 for one,"Panchsheel Park, New Delhi","T-540, Ground Floor, Panchsheel Park, New Delhi","South Indian, Momos, Chinese, BBQ, North Indian, Beverages",Delhi NCR,28.54292,77.21445
19361456,Curry And Koyla Company,4.0,Very Good,0,0,4.0,0,₹800 for two,₹150 for one,"Vasant Kunj, New Delhi","Shop 1, Ground Floor, LSC Pocket 7, Sector B, Vasant Kunj, New Delhi","North Indian, Mughlai, Kebab, Biryani, Rolls, Chinese, Momos",Delhi NCR,28.53151,77.15021
20315368,Aggarwal's Sweets,3.7,Good,"1,088",0,3.7,"1,088",₹250 for two,₹150 for one,"Saket, New Delhi","Shop 1, DDA Market, Pushp Vihar, Sector-1, Saket, New Delhi","Mithai, Street Food, Chinese",Delhi NCR,28.52407,77.20674
19970976,Honey & Dough,4.2,Very Good,111,38,4.2,73,₹500 for two,₹150 for one,"Udyog Vihar, Gurgaon","Shop 25, Ground Floor, Block C, DLF Cyber Park, Udyog Vihar, Gurgaon","Bakery, Desserts, Italian, Continental, Fast Food, Beverages",Delhi NCR,28.50683,77.08337
20168204,Suchali's Artisan Bakehouse,4.2,Very Good,170,0,4.2,170,₹500 for two,₹150 for one,"Saket, New Delhi","R-1 Ground Floor, Unit 1 & 2, Rectangle Building 1, Saket, New Delhi","Bakery, Beverages",Delhi NCR,28.52407,77.20674
20666491,Om Ji Choley Bhature Wale,3.9,Good,102,0,3.9,102,₹250 for two,₹150 for one,"Moti Bagh, New Delhi","Shop 1, Satya Niketan Market, Moti Bagh, New Delhi","North Indian, Street Food, Desserts, Shake, Beverages",Delhi NCR,28.58374,77.16465
19071374,Monginis,4.4,Very Good,557,0,4.4,557,₹300 for two,₹150 for one,"R K Puram, New Delhi","Shop 12, Sector 3, R K Puram, New Delhi","Bakery, Desserts, Fast Food, Cake",Delhi NCR,28.56737,77.18269
18384121,Bamboo Hut,4.1,Very Good,"4,009",0,4.1,"4,009",₹950 for two,₹150 for one,"Vasant Kunj, New Delhi","145/9-b, Ground Floor, Kishan Garh, Vasant Kunj, New Delhi","Naga, Tibetan, Korean, North Indian, Seafood, Momos, Healthy Food, Beverages",Delhi NCR,28.53151,77.15021
20246437,Qwinny’s - Live Asian Kitchen,4.0,Very Good,186,0,4.0,186,₹750 for two,₹150 for one,"Udyog Vihar, Gurgaon","HK 5, Cyber Park Phase 3, Sector 20, Udyog Vihar, Gurgaon","Chinese, Asian, Thai, Sushi, Japanese, Seafood",Delhi NCR,28.50683,77.08337
18684994,Mittal's Bakery,3.5,Good,"4,952",0,3.5,"4,952",₹200 for two,₹150 for one,"Safdarjung, New Delhi","Shop B 60, Arjun Nagar, Safdarjung, New Delhi","Bakery, Desserts, Cake",Delhi NCR,28.56583,77.19884
20411352,Arabian Delites,4.1,Very Good,380,5,4.3,375,₹500 for two,₹150 for one,"Saket, New Delhi","Shop 5, PVR Complex, Saket, New Delhi",Arabian,Delhi NCR,28.52407,77.20674
20492495,Foodsway,4.4,Very Good,745,0,4.4,745,₹400 for two,₹200 for one,"Malviya Nagar, New Delhi","E/6/12, Ground Floor, Malviya Nagar, New Delhi","Chinese, Momos, Pizza, Pasta, Fast Food",Delhi NCR,28.53387,77.20691
19598704,Thanima Kerala Restaurant,4.0,Very Good,758,11,4.2,747,₹400 for two,₹200 for one,"Mahipalpur, New Delhi","K-157, Gali 4, Near Shivmurti Complex, Mahipalpur, New Delhi","Kerala, South Indian",Delhi NCR,28.54842,77.13636
18651916,Pt. Siya Ram Sweets,4.1,Very Good,"1,030",0,4.1,"1,030",₹250 for two,₹200 for one,"Mehrauli, New Delhi","1092-C/1, Opposite Bhul Bhulaiya, Mehrauli, New Delhi",Mithai,Delhi NCR,28.52113,77.18017
19177872,Chinese Hut,3.6,Good,31,20,3.5,11,₹500 for two,₹200 for one,"Malviya Nagar, New Delhi","49, Main Road, Savitri Nagar, Near Malviya Nagar, New Delhi","Chinese, Rolls, Momos",Delhi NCR,28.53387,77.20691
20674882,Kalra’s Pure Veg,3.9,Good,181,17,4.0,164,₹300 for two,₹200 for one,"Saket, New Delhi","Shop 24/2, Near Community Centre, Saket, New Delhi","North Indian, Chinese",Delhi NCR,28.52407,77.20674
20415650,Frozen Fun - Gelato Ice Cream,4.3,Very Good,1,0,4.3,1,₹400 for two,₹200 for one,"Udyog Vihar, Gurgaon","Plot 300, 1st Floor, Udyog Vihar, Gurgaon","Desserts, Ice Cream",Delhi NCR,28.50683,77.08337
19257740,The Chai Story,4.0,Very Good,15,2,4.0,13,₹350 for two,₹200 for one,"DLF Cyber City, Gurgaon","Block C, Cyber Greens, DLF Cyber City, Gurgaon","Cafe, Tea, Beverages, Pizza, Sandwich, Pasta, Fast Food, Desserts",Delhi NCR,28.46264,77.09248
18261056,Red Chilli,4.3,Very Good,"2,110",0,4.3,"2,110",₹500 for two,₹200 for one,"Vasant Kunj, New Delhi","C-8, Vasant Kunj, New Delhi","Chinese, Thai, Asian",Delhi NCR,28.53151,77.15021
18399340,Dosa Corner,4.0,Very Good,524,12,4.1,512,₹200 for two,₹200 for one,"Moti Bagh, New Delhi","Shop 1, Nanakpura, Moti Bagh, New Delhi","South Indian, Beverages",Delhi NCR,28.58374,77.16465
313495,Sai Varam,4.3,Very Good,"6,560",114,4.3,"6,446",₹200 for two,₹200 for one,"Chhatarpur, New Delhi","D-2, DDA Market, Vasant Kunj, Chhatarpur, New Delhi",South Indian,Delhi NCR,28.5045,77.1736
20148483,Royal China,4.0,Very Good,150,145,4.0,5,"₹3,000 for two",₹200 for one,"The Chanakya, Chanakyapuri, New Delhi","03, Lower Ground Floor, The Chankya Mall, Yashwant Place, Community Centre, Chanakyapuri, New Delhi","Asian, Chinese, Cantonese, Seafood, Desserts",Delhi NCR,28.58449,77.19024
310665,Thok,3.7,Good,12.7K,0,3.7,12.7K,₹750 for two,₹200 for one,"Malviya Nagar, New Delhi","C-105, Pansheel Vihar, Malviya Nagar, New Delhi","North Indian, Mughlai, Biryani, Chinese",Delhi NCR,28.53387,77.20691
19559186,The Parathas Kitchen,4.3,Very Good,"3,664",0,4.3,"3,664",₹250 for two,₹100 for one,"Malviya Nagar, New Delhi","81, Begumpur, Near PNB ATM, Malviya Nagar, New Delhi","North Indian, Beverages",Delhi NCR,28.53387,77.20691
20425915,Lee Paaji - Punjabi Wok,4.0,Very Good,201,0,4.0,201,₹450 for two,₹100 for one,"Hauz Khas, New Delhi","A 15 A/1, Hauz Khas, New Delhi","North Indian, Mughlai, Biryani, Chinese, Momos",Delhi NCR,28.55105,77.20398
20918716,Khyber Bhatti - Premium Kebab Experience,4.0,Very Good,22,,,,₹650 for two,₹100 for one,"DLF Phase 3, Gurgaon","16A, Nathupur, Sector 24, DLF Phase 3, Gurgaon",North Indian,Delhi NCR,28.50079,77.09259
19758239,Hurry Mirrch,3.8,Good,283,0,3.8,283,₹300 for two,₹100 for one,"Malviya Nagar, New Delhi","C-105, First Floor, Panchsheel Vihar, Asola Saket, Malviya Nagar, New Delhi","Pizza, Chinese, Pasta, Fast Food",Delhi NCR,28.53387,77.20691
20671581,Chilli Xpress,3.8,Good,174,0,3.8,174,₹600 for two,₹100 for one,"Chhatarpur, New Delhi","Shop 2, D-23 C, Ground Floor, Chattarpur Enclave, Chhatarpur, New Delhi","North Indian, Mughlai",Delhi NCR,28.5045,77.1736
18783861,Wok to Walk,3.8,Good,"2,042",159,4.1,"1,883",₹700 for two,₹100 for one,"Ambience Mall, Vasant Kunj, New Delhi","3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Chinese, Thai, Vietnamese, Asian, Japanese, Korean",Delhi NCR,28.5429,77.15741
20473295,The Thickshake Factory,4.1,Very Good,335,6,4.3,329,₹450 for two,₹100 for one,"Hauz Khas, New Delhi","G-16/3, Ground Floor, Hauz Khas, New Delhi","Shake, Beverages, Desserts",Delhi NCR,28.55105,77.20398
19008200,Shree Ram Chat Corner,4.1,Very Good,"1,774",21,4.3,"1,753",₹150 for two,₹100 for one,"Malviya Nagar, New Delhi","D 89, Malviya Nagar, New Delhi",Street Food,Delhi NCR,28.53387,77.20691
20594493,Tipsy Dragon,3.8,Good,938,0,3.8,938,₹400 for two,₹100 for one,"Malviya Nagar, New Delhi","H C-105, Flat 4, Upper Ground Floor, Panch Sheel Viha, Malviya Nagar, New Delhi","Chinese, Asian, Tibetan",Delhi NCR,28.53387,77.20691
20497795,Chai Garam,3.3,Average,17,0,3.3,17,₹200 for two,₹100 for one,"Saket, New Delhi","D2, Southern Park, District Centre, Saket, New Delhi","Tea, Shake, Street Food, Fast Food, Sandwich, Wraps, Ice Cream",Delhi NCR,28.52407,77.20674
20846165,Meitei Chakhum,4.3,Very Good,58,2,4.3,56,₹500 for two,₹100 for one,"Vasant Kunj, New Delhi","111/9, 3rd Floor, Kishangarh, Vasant Kunj, New Delhi","Manipuri, Chinese",Delhi NCR,28.53151,77.15021
20762463,Pizza On Wheel,2.7,Average,9,0,2.7,9,₹250 for two,₹100 for one,"Kapashera, New Delhi","Revenue Estate, Kapashera, New Delhi",Pizza,Delhi NCR,28.52583,77.0844
19083707,Zaika Kitchen,3.4,Average,789,0,3.4,789,₹400 for two,₹200 for one,"Sainik Farms, New Delhi","Shop 21, Paryavaran Complex, Sainik Farms, New Delhi","Rolls, Chinese, North Indian, Mughlai, Biryani",Delhi NCR,28.50555,77.21413
20434665,Jaatre,4.3,Very Good,0,0,4.3,0,₹300 for two,₹200 for one,"DLF Cyber City, Gurgaon","4, Ground Floor, DLF Cyber City, Gurgaon","Ice Cream, Desserts",Delhi NCR,28.46264,77.09248
19364674,Champ,4.0,Very Good,13,0,4.0,13,₹400 for two,₹200 for one,"Saket, New Delhi","840, First Floor, Chirag Delhi, Saket, New Delhi","North Indian, Chinese, Mughlai, Fast Food, Biryani",Delhi NCR,28.52407,77.20674
18440911,Shahi Dahi Bhalla,4.4,Very Good,"1,393",0,4.4,"1,393",₹100 for two,₹200 for one,"R K Puram, New Delhi","B 17 FF, ARD Complex, Sector 13, R K Puram, New Delhi",Street Food,Delhi NCR,28.56737,77.18269
20527742,Hot Duck,3.9,Good,924,0,3.9,924,₹400 for two,₹200 for one,"Sheikh Sarai, New Delhi","C-105, First Floor, Panch Sheel Vihar, Hauz Khas, Sheikh Sarai, New Delhi","Chinese, Thai, Seafood",Delhi NCR,28.53502,77.22102
20296864,Hot Wings,3.6,Good,46,7,3.6,39,₹500 for two,₹200 for one,"Vasant Kunj, New Delhi","Shop 2, 7/9, Ground Floor, Kishangarh, Dabri, Vasant Kunj, New Delhi","Burger, Fast Food",Delhi NCR,28.53151,77.15021
18564556,Dial For Cake,3.4,Average,25,0,3.4,25,₹300 for two,₹200 for one,"Vasant Kunj, New Delhi","Vasant Kunj, New Delhi, Vasant Kunj, New Delhi","Bakery, Desserts",Delhi NCR,28.53151,77.15021
308599,Chaat Corner,4.1,Very Good,488,0,4.1,488,₹200 for two,₹200 for one,"Hauz Khas, New Delhi","Shop 83, Near Aurobindo Place Market, Hauz Khas, New Delhi",Street Food,Delhi NCR,28.55105,77.20398
18557410,Laidback Cafe,4.4,Very Good,724,724,,0,"₹3,200 for two",₹200 for one,"DLF Avenue, Saket, New Delhi","Shop 240-241, 1st Floor, DLF Avenue, Saket, New Delhi","Asian, Oriental, Continental, Italian, Middle Eastern, North Indian, Desserts, Beverages",Delhi NCR,28.52797,77.21699
20727866,Small Town Kitchen,3.9,Good,70,0,3.9,70,₹600 for two,₹200 for one,"Qutab Institutional Area, New Delhi","127, Ground Floor, Katwaria Sarai, Main Road, Qutab Institutional Area, New Delhi","North Indian, Chinese, Fast Food, Street Food, Pasta, Pizza, Biryani, Beverages",Delhi NCR,28.54233,77.19128
20551277,Grhinee Kitchen,4.2,Very Good,171,0,4.2,171,₹400 for two,₹200 for one,"Vasant Kunj, New Delhi","10-B, Verma Farm, Green Avenue Church Road, Vasant Kunj, New Delhi",North Indian,Delhi NCR,28.53151,77.15021
