id,name,address,current_popularity,alltime_popularity,day,hour,category,date,city
ChIJaQyjiKIEDTkRl1Ofx_r36SQ,Choti Subzi Mandi,"Mandir Marg, Chhoti Subji Mandi, Janakpuri, New Delhi, Delhi 110058, India",56.0,66,Saturday,12,Vegetable Market,2020-05-16,Delhi
ChIJAQAA0IoBDTkR2FykSyQcvFY,Azadpur Mandi,"Azadpur new sabji mandi Shop no. A324, Block A, New Sabzi Mandi, Azadpur, Delhi, 110033, India",62.0,91,Saturday,12,Vegetable Market,2020-05-16,Delhi
ChIJv81bQJnhDDkRtWevGSD5IOs,Devli Vegetable Market,"Durbal Ji Nath Marg, RPS Colony, Khanpur, New Delhi, Delhi 110062, India",16.0,15,Saturday,12,Vegetable Market,2020-05-16,Delhi
ChIJ59kspE79DDkRkUV6GRqGS84,Indian Oil Petrol Pump (A group of Sinha Petroleum),"Baba Kharak Singh Marg, Connaught Place, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",6.0,20,Saturday,12,PPump,2020-05-16,Delhi
ChIJ1dDREXQeDTkRNUbCHkJGWDA,IGL CNG Pump,"Aruna Asaf Ali Road, near Fortis Hospital, Kishangarh, Pocket 4, Sector B, Vasant Kunj, New Delhi, Delhi 110070, India",31.0,78,Saturday,12,PPump,2020-05-16,Delhi
ChIJH9qTmm3iDDkRsJncymxt1eU,Hindustan Petroleum and CNG,"S- 15, Sri Aurobindo Marg, Block A, Green Park, New Delhi, Delhi 110016, India",32.0,72,Saturday,12,PPump,2020-05-16,Delhi
ChIJuXf1YbrjDDkRX1H9XLr2zsk,Petrol and CNG station,"19, Ring Road, Nehru Nagar, Lajpat Nagar, Block G, Sri Niwaspuri, New Delhi, Delhi 110065, India",14.0,32,Saturday,12,PPump,2020-05-16,Delhi
ChIJ684Vq4AQDTkRmrEHgzqTzR8,Chhawla Petrol/ CNG Pump,"Chhawla, Delhi, 110071, India",34.0,73,Saturday,12,PPump,2020-05-16,Delhi
ChIJo0xI7N4PDTkRsI41WO1JOGs,Shubham Store,"near Mother's Pride School, Paprawat Road, near Mother's Pride School, New Roshan Pura Extn, Najafgarh, Delhi",95.0,56,Saturday,12,Hypermarket,2020-05-16,Delhi
ChIJTWVz970CDTkRVF8-q6LFoDg,FB-DELHI-RAJENDRA PLACE,"Metro Station, Block A, Rajendra Park, Rajendra Place, New Delhi",No Footfall,No Footfall,Saturday,12,Hypermarket,2020-05-16,Delhi
ChIJ-xGd1nDiDDkRRKcPip9w_Kk,Reliance Fresh Limited,"next to Green Chick, 1-C, next to Green Chick, Block B 7, Arjun Nagar, Safdarjung Enclave, New Delhi",77.0,64,Saturday,12,Hypermarket,2020-05-16,Delhi
ChIJJQ1TK43hDDkR2DG6or4DwN8,"Pushp Vihar Sector 1, Shivalika Market","Block 78, 1 TO 15, Sector 1, Pushp Vihar, New Delhi",70.0,51,Saturday,12,Hypermarket,2020-05-16,Delhi
ChIJkyX1dMPjDDkR0qh9JXe4YVw,BB-NEW DELHI-KALKAJI,"below Kalkaji, Lotus Temple Road Metro Station, below Kalkaji, Delhi Metro Violet Line, New Delhi",8.0,31,Saturday,12,Hypermarket,2020-05-16,Delhi
ChIJdQ6se13iDDkRTP87gnvA1ZY,YES Bank ATM,"D/12, South Extension II, New Delhi",9.0,39,Saturday,12,Bank,2020-05-16,Delhi
ChIJ8TzUUqMEDTkR7PQU5pGxgxw,Axis Bank,"C3/21, Janakpuri, New Delhi",30.0,69,Saturday,12,Bank,2020-05-16,Delhi
ChIJxRimLr8cDTkRUMJfnPeEYs8,Central Bank Of India,"Sadar Bazar Road, Sadar Bazaar, Delhi Cantonment, New Delhi",36.0,67,Saturday,12,Bank,2020-05-16,Delhi
ChIJXReQ5hEBDTkRGa7I2HuUbZ4,kotak mahindra bank,"28 -Community Center, 7, Goswami Girdhari Lal Marg, Industrial Area Phase I, Block B, Naraina, New Delhi",20.0,58,Saturday,12,Bank,2020-05-16,Delhi
ChIJsxqV6vwDDTkRMhk9daNYJms,Punjab And Sind Bank Zonal Office Delhi 2,"B 38/39, Industrial Area Phase I, Naraina, New",45.0,45,Saturday,12,Bank,2020-05-16,Delhi
ChIJpamq2rbjDDkRI3MWeR5A2Qk,Subzi Mandi,"A- 32, Kalka Devi Marg, Block A, Dayanand Colony, Lajpat Nagar 4, New Delhi",56.0,71,Saturday,13,Vegetable Market,2020-05-16,Delhi
ChIJZbGXPJT8DDkROGQnBrxZGes,Jheel Sabzi Mandi,"Jheel, Geeta Colony, Shahdara, Delhi, 110031, India",53.0,61,Saturday,13,Vegetable Market,2020-05-16,Delhi
ChIJaQyjiKIEDTkRl1Ofx_r36SQ,Choti Subzi Mandi,"Mandir Marg, Chhoti Subji Mandi, Janakpuri, New Delhi, Delhi 110058, India",60.0,80,Saturday,13,Vegetable Market,2020-05-16,Delhi
ChIJAQAA0IoBDTkR2FykSyQcvFY,Azadpur Mandi,"Azadpur new sabji mandi Shop no. A324, Block A, New Sabzi Mandi, Azadpur, Delhi, 110033, India",57.0,81,Saturday,13,Vegetable Market,2020-05-16,Delhi
ChIJv81bQJnhDDkRtWevGSD5IOs,Devli Vegetable Market,"Durbal Ji Nath Marg, RPS Colony, Khanpur, New Delhi, Delhi 110062, India",23.0,14,Saturday,13,Vegetable Market,2020-05-16,Delhi
ChIJ59kspE79DDkRkUV6GRqGS84,Indian Oil Petrol Pump (A group of Sinha Petroleum),"Baba Kharak Singh Marg, Connaught Place, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",6.0,21,Saturday,13,PPump,2020-05-16,Delhi
ChIJ1dDREXQeDTkRNUbCHkJGWDA,IGL CNG Pump,"Aruna Asaf Ali Road, near Fortis Hospital, Kishangarh, Pocket 4, Sector B, Vasant Kunj, New Delhi, Delhi 110070, India",31.0,81,Saturday,13,PPump,2020-05-16,Delhi
ChIJH9qTmm3iDDkRsJncymxt1eU,Hindustan Petroleum and CNG,"S- 15, Sri Aurobindo Marg, Block A, Green Park, New Delhi, Delhi 110016, India",30.0,76,Saturday,13,PPump,2020-05-16,Delhi
ChIJuXf1YbrjDDkRX1H9XLr2zsk,Petrol and CNG station,"19, Ring Road, Nehru Nagar, Lajpat Nagar, Block G, Sri Niwaspuri, New Delhi, Delhi 110065, India",14.0,34,Saturday,13,PPump,2020-05-16,Delhi
ChIJ684Vq4AQDTkRmrEHgzqTzR8,Chhawla Petrol/ CNG Pump,"Chhawla, Delhi, 110071, India",27.0,70,Saturday,13,PPump,2020-05-16,Delhi
ChIJo0xI7N4PDTkRsI41WO1JOGs,Shubham Store,"near Mother's Pride School, Paprawat Road, near Mother's Pride School, New Roshan Pura Extn, Najafgarh, Delhi",84.0,59,Saturday,13,Hypermarket,2020-05-16,Delhi
ChIJTWVz970CDTkRVF8-q6LFoDg,FB-DELHI-RAJENDRA PLACE,"Metro Station, Block A, Rajendra Park, Rajendra Place, New Delhi",No Footfall,No Footfall,Saturday,13,Hypermarket,2020-05-16,Delhi
ChIJ-xGd1nDiDDkRRKcPip9w_Kk,Reliance Fresh Limited,"next to Green Chick, 1-C, next to Green Chick, Block B 7, Arjun Nagar, Safdarjung Enclave, New Delhi",78.0,69,Saturday,13,Hypermarket,2020-05-16,Delhi
ChIJJQ1TK43hDDkR2DG6or4DwN8,"Pushp Vihar Sector 1, Shivalika Market","Block 78, 1 TO 15, Sector 1, Pushp Vihar, New Delhi",74.0,52,Saturday,13,Hypermarket,2020-05-16,Delhi
ChIJkyX1dMPjDDkR0qh9JXe4YVw,BB-NEW DELHI-KALKAJI,"below Kalkaji, Lotus Temple Road Metro Station, below Kalkaji, Delhi Metro Violet Line, New Delhi",6.0,41,Saturday,13,Hypermarket,2020-05-16,Delhi
ChIJdQ6se13iDDkRTP87gnvA1ZY,YES Bank ATM,"D/12, South Extension II, New Delhi",8.0,40,Saturday,13,Bank,2020-05-16,Delhi
ChIJ8TzUUqMEDTkR7PQU5pGxgxw,Axis Bank,"C3/21, Janakpuri, New Delhi",36.0,54,Saturday,13,Bank,2020-05-16,Delhi
ChIJxRimLr8cDTkRUMJfnPeEYs8,Central Bank Of India,"Sadar Bazar Road, Sadar Bazaar, Delhi Cantonment, New Delhi",39.0,64,Saturday,13,Bank,2020-05-16,Delhi
ChIJXReQ5hEBDTkRGa7I2HuUbZ4,kotak mahindra bank,"28 -Community Center, 7, Goswami Girdhari Lal Marg, Industrial Area Phase I, Block B, Naraina, New Delhi",No Footfall,No Footfall,Saturday,13,Bank,2020-05-16,Delhi
ChIJsxqV6vwDDTkRMhk9daNYJms,Punjab And Sind Bank Zonal Office Delhi 2,"B 38/39, Industrial Area Phase I, Naraina, New",47.0,47,Saturday,13,Bank,2020-05-16,Delhi
ChIJpamq2rbjDDkRI3MWeR5A2Qk,Subzi Mandi,"A- 32, Kalka Devi Marg, Block A, Dayanand Colony, Lajpat Nagar 4, New Delhi",59.0,70,Saturday,14,Vegetable Market,2020-05-16,Delhi
ChIJZbGXPJT8DDkROGQnBrxZGes,Jheel Sabzi Mandi,"Jheel, Geeta Colony, Shahdara, Delhi, 110031, India",54.0,87,Saturday,14,Vegetable Market,2020-05-16,Delhi
ChIJaQyjiKIEDTkRl1Ofx_r36SQ,Choti Subzi Mandi,"Mandir Marg, Chhoti Subji Mandi, Janakpuri, New Delhi, Delhi 110058, India",58.0,86,Saturday,14,Vegetable Market,2020-05-16,Delhi
ChIJAQAA0IoBDTkR2FykSyQcvFY,Azadpur Mandi,"Azadpur new sabji mandi Shop no. A324, Block A, New Sabzi Mandi, Azadpur, Delhi, 110033, India",42.0,72,Saturday,14,Vegetable Market,2020-05-16,Delhi
ChIJv81bQJnhDDkRtWevGSD5IOs,Devli Vegetable Market,"Durbal Ji Nath Marg, RPS Colony, Khanpur, New Delhi, Delhi 110062, India",14.0,15,Saturday,14,Vegetable Market,2020-05-16,Delhi
ChIJ59kspE79DDkRkUV6GRqGS84,Indian Oil Petrol Pump (A group of Sinha Petroleum),"Baba Kharak Singh Marg, Connaught Place, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",5.0,22,Saturday,14,PPump,2020-05-16,Delhi
ChIJ1dDREXQeDTkRNUbCHkJGWDA,IGL CNG Pump,"Aruna Asaf Ali Road, near Fortis Hospital, Kishangarh, Pocket 4, Sector B, Vasant Kunj, New Delhi, Delhi 110070, India",32.0,84,Saturday,14,PPump,2020-05-16,Delhi
ChIJH9qTmm3iDDkRsJncymxt1eU,Hindustan Petroleum and CNG,"S- 15, Sri Aurobindo Marg, Block A, Green Park, New Delhi, Delhi 110016, India",34.0,78,Saturday,14,PPump,2020-05-16,Delhi
ChIJuXf1YbrjDDkRX1H9XLr2zsk,Petrol and CNG station,"19, Ring Road, Nehru Nagar, Lajpat Nagar, Block G, Sri Niwaspuri, New Delhi, Delhi 110065, India",11.0,36,Saturday,14,PPump,2020-05-16,Delhi
ChIJ684Vq4AQDTkRmrEHgzqTzR8,Chhawla Petrol/ CNG Pump,"Chhawla, Delhi, 110071, India",22.0,65,Saturday,14,PPump,2020-05-16,Delhi
ChIJo0xI7N4PDTkRsI41WO1JOGs,Shubham Store,"near Mother's Pride School, Paprawat Road, near Mother's Pride School, New Roshan Pura Extn, Najafgarh, Delhi",70.0,48,Saturday,14,Hypermarket,2020-05-16,Delhi
ChIJTWVz970CDTkRVF8-q6LFoDg,FB-DELHI-RAJENDRA PLACE,"Metro Station, Block A, Rajendra Park, Rajendra Place, New Delhi",8.0,47,Saturday,14,Hypermarket,2020-05-16,Delhi
ChIJ-xGd1nDiDDkRRKcPip9w_Kk,Reliance Fresh Limited,"next to Green Chick, 1-C, next to Green Chick, Block B 7, Arjun Nagar, Safdarjung Enclave, New Delhi",76.0,78,Saturday,14,Hypermarket,2020-05-16,Delhi
ChIJJQ1TK43hDDkR2DG6or4DwN8,"Pushp Vihar Sector 1, Shivalika Market","Block 78, 1 TO 15, Sector 1, Pushp Vihar, New Delhi",64.0,53,Saturday,14,Hypermarket,2020-05-16,Delhi
ChIJkyX1dMPjDDkR0qh9JXe4YVw,BB-NEW DELHI-KALKAJI,"below Kalkaji, Lotus Temple Road Metro Station, below Kalkaji, Delhi Metro Violet Line, New Delhi",4.0,47,Saturday,14,Hypermarket,2020-05-16,Delhi
ChIJdQ6se13iDDkRTP87gnvA1ZY,YES Bank ATM,"D/12, South Extension II, New Delhi",11.0,42,Saturday,14,Bank,2020-05-16,Delhi
ChIJ8TzUUqMEDTkR7PQU5pGxgxw,Axis Bank,"C3/21, Janakpuri, New Delhi",24.0,38,Saturday,14,Bank,2020-05-16,Delhi
ChIJxRimLr8cDTkRUMJfnPeEYs8,Central Bank Of India,"Sadar Bazar Road, Sadar Bazaar, Delhi Cantonment, New Delhi",21.0,49,Saturday,14,Bank,2020-05-16,Delhi
ChIJXReQ5hEBDTkRGa7I2HuUbZ4,kotak mahindra bank,"28 -Community Center, 7, Goswami Girdhari Lal Marg, Industrial Area Phase I, Block B, Naraina, New Delhi",No Footfall,0,Saturday,14,Bank,2020-05-16,Delhi
ChIJsxqV6vwDDTkRMhk9daNYJms,Punjab And Sind Bank Zonal Office Delhi 2,"B 38/39, Industrial Area Phase I, Naraina, New",43.0,49,Saturday,14,Bank,2020-05-16,Delhi
ChIJpamq2rbjDDkRI3MWeR5A2Qk,Subzi Mandi,"A- 32, Kalka Devi Marg, Block A, Dayanand Colony, Lajpat Nagar 4, New Delhi",54.0,67,Saturday,15,Vegetable Market,2020-05-16,Delhi
ChIJZbGXPJT8DDkROGQnBrxZGes,Jheel Sabzi Mandi,"Jheel, Geeta Colony, Shahdara, Delhi, 110031, India",44.0,100,Saturday,15,Vegetable Market,2020-05-16,Delhi
ChIJaQyjiKIEDTkRl1Ofx_r36SQ,Choti Subzi Mandi,"Mandir Marg, Chhoti Subji Mandi, Janakpuri, New Delhi, Delhi 110058, India",37.0,84,Saturday,15,Vegetable Market,2020-05-16,Delhi
ChIJAQAA0IoBDTkR2FykSyQcvFY,Azadpur Mandi,"Azadpur new sabji mandi Shop no. A324, Block A, New Sabzi Mandi, Azadpur, Delhi, 110033, India",40.0,66,Saturday,15,Vegetable Market,2020-05-16,Delhi
ChIJv81bQJnhDDkRtWevGSD5IOs,Devli Vegetable Market,"Durbal Ji Nath Marg, RPS Colony, Khanpur, New Delhi, Delhi 110062, India",13.0,20,Saturday,15,Vegetable Market,2020-05-16,Delhi
ChIJ59kspE79DDkRkUV6GRqGS84,Indian Oil Petrol Pump (A group of Sinha Petroleum),"Baba Kharak Singh Marg, Connaught Place, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",5.0,23,Saturday,15,PPump,2020-05-16,Delhi
ChIJ1dDREXQeDTkRNUbCHkJGWDA,IGL CNG Pump,"Aruna Asaf Ali Road, near Fortis Hospital, Kishangarh, Pocket 4, Sector B, Vasant Kunj, New Delhi, Delhi 110070, India",30.0,89,Saturday,15,PPump,2020-05-16,Delhi
ChIJH9qTmm3iDDkRsJncymxt1eU,Hindustan Petroleum and CNG,"S- 15, Sri Aurobindo Marg, Block A, Green Park, New Delhi, Delhi 110016, India",38.0,79,Saturday,15,PPump,2020-05-16,Delhi
ChIJuXf1YbrjDDkRX1H9XLr2zsk,Petrol and CNG station,"19, Ring Road, Nehru Nagar, Lajpat Nagar, Block G, Sri Niwaspuri, New Delhi, Delhi 110065, India",14.0,38,Saturday,15,PPump,2020-05-16,Delhi
ChIJ684Vq4AQDTkRmrEHgzqTzR8,Chhawla Petrol/ CNG Pump,"Chhawla, Delhi, 110071, India",19.0,66,Saturday,15,PPump,2020-05-16,Delhi
ChIJo0xI7N4PDTkRsI41WO1JOGs,Shubham Store,"near Mother's Pride School, Paprawat Road, near Mother's Pride School, New Roshan Pura Extn, Najafgarh, Delhi",53.0,38,Saturday,15,Hypermarket,2020-05-16,Delhi
ChIJTWVz970CDTkRVF8-q6LFoDg,FB-DELHI-RAJENDRA PLACE,"Metro Station, Block A, Rajendra Park, Rajendra Place, New Delhi",7.0,46,Saturday,15,Hypermarket,2020-05-16,Delhi
ChIJ-xGd1nDiDDkRRKcPip9w_Kk,Reliance Fresh Limited,"next to Green Chick, 1-C, next to Green Chick, Block B 7, Arjun Nagar, Safdarjung Enclave, New Delhi",80.0,87,Saturday,15,Hypermarket,2020-05-16,Delhi
ChIJJQ1TK43hDDkR2DG6or4DwN8,"Pushp Vihar Sector 1, Shivalika Market","Block 78, 1 TO 15, Sector 1, Pushp Vihar, New Delhi",61.0,58,Saturday,15,Hypermarket,2020-05-16,Delhi
ChIJkyX1dMPjDDkR0qh9JXe4YVw,BB-NEW DELHI-KALKAJI,"below Kalkaji, Lotus Temple Road Metro Station, below Kalkaji, Delhi Metro Violet Line, New Delhi",5.0,56,Saturday,15,Hypermarket,2020-05-16,Delhi
ChIJdQ6se13iDDkRTP87gnvA1ZY,YES Bank ATM,"D/12, South Extension II, New Delhi",7.0,38,Saturday,15,Bank,2020-05-16,Delhi
ChIJ8TzUUqMEDTkR7PQU5pGxgxw,Axis Bank,"C3/21, Janakpuri, New Delhi",24.0,30,Saturday,15,Bank,2020-05-16,Delhi
ChIJxRimLr8cDTkRUMJfnPeEYs8,Central Bank Of India,"Sadar Bazar Road, Sadar Bazaar, Delhi Cantonment, New Delhi",15.0,33,Saturday,15,Bank,2020-05-16,Delhi
ChIJXReQ5hEBDTkRGa7I2HuUbZ4,kotak mahindra bank,"28 -Community Center, 7, Goswami Girdhari Lal Marg, Industrial Area Phase I, Block B, Naraina, New Delhi",No Footfall,0,Saturday,15,Bank,2020-05-16,Delhi
ChIJsxqV6vwDDTkRMhk9daNYJms,Punjab And Sind Bank Zonal Office Delhi 2,"B 38/39, Industrial Area Phase I, Naraina, New",36.0,43,Saturday,15,Bank,2020-05-16,Delhi
ChIJpamq2rbjDDkRI3MWeR5A2Qk,Subzi Mandi,"A- 32, Kalka Devi Marg, Block A, Dayanand Colony, Lajpat Nagar 4, New Delhi",61.0,70,Saturday,16,Vegetable Market,2020-05-16,Delhi
ChIJZbGXPJT8DDkROGQnBrxZGes,Jheel Sabzi Mandi,"Jheel, Geeta Colony, Shahdara, Delhi, 110031, India",34.0,81,Saturday,16,Vegetable Market,2020-05-16,Delhi
ChIJaQyjiKIEDTkRl1Ofx_r36SQ,Choti Subzi Mandi,"Mandir Marg, Chhoti Subji Mandi, Janakpuri, New Delhi, Delhi 110058, India",22.0,77,Saturday,16,Vegetable Market,2020-05-16,Delhi
ChIJAQAA0IoBDTkR2FykSyQcvFY,Azadpur Mandi,"Azadpur new sabji mandi Shop no. A324, Block A, New Sabzi Mandi, Azadpur, Delhi, 110033, India",41.0,61,Saturday,16,Vegetable Market,2020-05-16,Delhi
ChIJv81bQJnhDDkRtWevGSD5IOs,Devli Vegetable Market,"Durbal Ji Nath Marg, RPS Colony, Khanpur, New Delhi, Delhi 110062, India",11.0,25,Saturday,16,Vegetable Market,2020-05-16,Delhi
ChIJ59kspE79DDkRkUV6GRqGS84,Indian Oil Petrol Pump (A group of Sinha Petroleum),"Baba Kharak Singh Marg, Connaught Place, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",5.0,24,Saturday,16,PPump,2020-05-16,Delhi
ChIJ1dDREXQeDTkRNUbCHkJGWDA,IGL CNG Pump,"Aruna Asaf Ali Road, near Fortis Hospital, Kishangarh, Pocket 4, Sector B, Vasant Kunj, New Delhi, Delhi 110070, India",32.0,93,Saturday,16,PPump,2020-05-16,Delhi
ChIJH9qTmm3iDDkRsJncymxt1eU,Hindustan Petroleum and CNG,"S- 15, Sri Aurobindo Marg, Block A, Green Park, New Delhi, Delhi 110016, India",35.0,79,Saturday,16,PPump,2020-05-16,Delhi
ChIJuXf1YbrjDDkRX1H9XLr2zsk,Petrol and CNG station,"19, Ring Road, Nehru Nagar, Lajpat Nagar, Block G, Sri Niwaspuri, New Delhi, Delhi 110065, India",14.0,46,Saturday,16,PPump,2020-05-16,Delhi
ChIJ684Vq4AQDTkRmrEHgzqTzR8,Chhawla Petrol/ CNG Pump,"Chhawla, Delhi, 110071, India",28.0,74,Saturday,16,PPump,2020-05-16,Delhi
ChIJo0xI7N4PDTkRsI41WO1JOGs,Shubham Store,"near Mother's Pride School, Paprawat Road, near Mother's Pride School, New Roshan Pura Extn, Najafgarh, Delhi",54.0,42,Saturday,16,Hypermarket,2020-05-16,Delhi
ChIJTWVz970CDTkRVF8-q6LFoDg,FB-DELHI-RAJENDRA PLACE,"Metro Station, Block A, Rajendra Park, Rajendra Place, New Delhi",No Footfall,No Footfall,Saturday,16,Hypermarket,2020-05-16,Delhi
ChIJ-xGd1nDiDDkRRKcPip9w_Kk,Reliance Fresh Limited,"next to Green Chick, 1-C, next to Green Chick, Block B 7, Arjun Nagar, Safdarjung Enclave, New Delhi",81.0,94,Saturday,16,Hypermarket,2020-05-16,Delhi
ChIJJQ1TK43hDDkR2DG6or4DwN8,"Pushp Vihar Sector 1, Shivalika Market","Block 78, 1 TO 15, Sector 1, Pushp Vihar, New Delhi",63.0,69,Saturday,16,Hypermarket,2020-05-16,Delhi
ChIJkyX1dMPjDDkR0qh9JXe4YVw,BB-NEW DELHI-KALKAJI,"below Kalkaji, Lotus Temple Road Metro Station, below Kalkaji, Delhi Metro Violet Line, New Delhi",6.0,65,Saturday,16,Hypermarket,2020-05-16,Delhi
ChIJdQ6se13iDDkRTP87gnvA1ZY,YES Bank ATM,"D/12, South Extension II, New Delhi",4.0,28,Saturday,16,Bank,2020-05-16,Delhi
ChIJ8TzUUqMEDTkR7PQU5pGxgxw,Axis Bank,"C3/21, Janakpuri, New Delhi",No Footfall,0,Saturday,16,Bank,2020-05-16,Delhi
ChIJxRimLr8cDTkRUMJfnPeEYs8,Central Bank Of India,"Sadar Bazar Road, Sadar Bazaar, Delhi Cantonment, New Delhi",11.0,20,Saturday,16,Bank,2020-05-16,Delhi
ChIJXReQ5hEBDTkRGa7I2HuUbZ4,kotak mahindra bank,"28 -Community Center, 7, Goswami Girdhari Lal Marg, Industrial Area Phase I, Block B, Naraina, New Delhi",No Footfall,0,Saturday,16,Bank,2020-05-16,Delhi
ChIJsxqV6vwDDTkRMhk9daNYJms,Punjab And Sind Bank Zonal Office Delhi 2,"B 38/39, Industrial Area Phase I, Naraina, New",34.0,31,Saturday,16,Bank,2020-05-16,Delhi
ChIJpamq2rbjDDkRI3MWeR5A2Qk,Subzi Mandi,"A- 32, Kalka Devi Marg, Block A, Dayanand Colony, Lajpat Nagar 4, New Delhi",63.0,81,Saturday,17,Vegetable Market,2020-05-16,Delhi
ChIJZbGXPJT8DDkROGQnBrxZGes,Jheel Sabzi Mandi,"Jheel, Geeta Colony, Shahdara, Delhi, 110031, India",25.0,60,Saturday,17,Vegetable Market,2020-05-16,Delhi
ChIJaQyjiKIEDTkRl1Ofx_r36SQ,Choti Subzi Mandi,"Mandir Marg, Chhoti Subji Mandi, Janakpuri, New Delhi, Delhi 110058, India",20.0,76,Saturday,17,Vegetable Market,2020-05-16,Delhi
ChIJAQAA0IoBDTkR2FykSyQcvFY,Azadpur Mandi,"Azadpur new sabji mandi Shop no. A324, Block A, New Sabzi Mandi, Azadpur, Delhi, 110033, India",37.0,56,Saturday,17,Vegetable Market,2020-05-16,Delhi
ChIJv81bQJnhDDkRtWevGSD5IOs,Devli Vegetable Market,"Durbal Ji Nath Marg, RPS Colony, Khanpur, New Delhi, Delhi 110062, India",8.0,26,Saturday,17,Vegetable Market,2020-05-16,Delhi
ChIJ59kspE79DDkRkUV6GRqGS84,Indian Oil Petrol Pump (A group of Sinha Petroleum),"Baba Kharak Singh Marg, Connaught Place, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",4.0,25,Saturday,17,PPump,2020-05-16,Delhi
ChIJ1dDREXQeDTkRNUbCHkJGWDA,IGL CNG Pump,"Aruna Asaf Ali Road, near Fortis Hospital, Kishangarh, Pocket 4, Sector B, Vasant Kunj, New Delhi, Delhi 110070, India",34.0,97,Saturday,17,PPump,2020-05-16,Delhi
ChIJH9qTmm3iDDkRsJncymxt1eU,Hindustan Petroleum and CNG,"S- 15, Sri Aurobindo Marg, Block A, Green Park, New Delhi, Delhi 110016, India",39.0,80,Saturday,17,PPump,2020-05-16,Delhi
ChIJuXf1YbrjDDkRX1H9XLr2zsk,Petrol and CNG station,"19, Ring Road, Nehru Nagar, Lajpat Nagar, Block G, Sri Niwaspuri, New Delhi, Delhi 110065, India",21.0,66,Saturday,17,PPump,2020-05-16,Delhi
ChIJ684Vq4AQDTkRmrEHgzqTzR8,Chhawla Petrol/ CNG Pump,"Chhawla, Delhi, 110071, India",35.0,81,Saturday,17,PPump,2020-05-16,Delhi
ChIJo0xI7N4PDTkRsI41WO1JOGs,Shubham Store,"near Mother's Pride School, Paprawat Road, near Mother's Pride School, New Roshan Pura Extn, Najafgarh, Delhi",60.0,55,Saturday,17,Hypermarket,2020-05-16,Delhi
ChIJTWVz970CDTkRVF8-q6LFoDg,FB-DELHI-RAJENDRA PLACE,"Metro Station, Block A, Rajendra Park, Rajendra Place, New Delhi",10.0,57,Saturday,17,Hypermarket,2020-05-16,Delhi
ChIJ-xGd1nDiDDkRRKcPip9w_Kk,Reliance Fresh Limited,"next to Green Chick, 1-C, next to Green Chick, Block B 7, Arjun Nagar, Safdarjung Enclave, New Delhi",76.0,96,Saturday,17,Hypermarket,2020-05-16,Delhi
ChIJJQ1TK43hDDkR2DG6or4DwN8,"Pushp Vihar Sector 1, Shivalika Market","Block 78, 1 TO 15, Sector 1, Pushp Vihar, New Delhi",70.0,81,Saturday,17,Hypermarket,2020-05-16,Delhi
ChIJkyX1dMPjDDkR0qh9JXe4YVw,BB-NEW DELHI-KALKAJI,"below Kalkaji, Lotus Temple Road Metro Station, below Kalkaji, Delhi Metro Violet Line, New Delhi",2.0,68,Saturday,17,Hypermarket,2020-05-16,Delhi
ChIJdQ6se13iDDkRTP87gnvA1ZY,YES Bank ATM,"D/12, South Extension II, New Delhi",No Footfall,17,Saturday,17,Bank,2020-05-16,Delhi
ChIJ8TzUUqMEDTkR7PQU5pGxgxw,Axis Bank,"C3/21, Janakpuri, New Delhi",No Footfall,0,Saturday,17,Bank,2020-05-16,Delhi
ChIJxRimLr8cDTkRUMJfnPeEYs8,Central Bank Of India,"Sadar Bazar Road, Sadar Bazaar, Delhi Cantonment, New Delhi",No Footfall,0,Saturday,17,Bank,2020-05-16,Delhi
ChIJXReQ5hEBDTkRGa7I2HuUbZ4,kotak mahindra bank,"28 -Community Center, 7, Goswami Girdhari Lal Marg, Industrial Area Phase I, Block B, Naraina, New Delhi",No Footfall,0,Saturday,17,Bank,2020-05-16,Delhi
ChIJsxqV6vwDDTkRMhk9daNYJms,Punjab And Sind Bank Zonal Office Delhi 2,"B 38/39, Industrial Area Phase I, Naraina, New",36.0,17,Saturday,17,Bank,2020-05-16,Delhi
ChIJpamq2rbjDDkRI3MWeR5A2Qk,Subzi Mandi,"A- 32, Kalka Devi Marg, Block A, Dayanand Colony, Lajpat Nagar 4, New Delhi",58.0,91,Saturday,18,Vegetable Market,2020-05-16,Delhi
ChIJZbGXPJT8DDkROGQnBrxZGes,Jheel Sabzi Mandi,"Jheel, Geeta Colony, Shahdara, Delhi, 110031, India",27.0,55,Saturday,18,Vegetable Market,2020-05-16,Delhi
ChIJaQyjiKIEDTkRl1Ofx_r36SQ,Choti Subzi Mandi,"Mandir Marg, Chhoti Subji Mandi, Janakpuri, New Delhi, Delhi 110058, India",25.0,87,Saturday,18,Vegetable Market,2020-05-16,Delhi
ChIJAQAA0IoBDTkR2FykSyQcvFY,Azadpur Mandi,"Azadpur new sabji mandi Shop no. A324, Block A, New Sabzi Mandi, Azadpur, Delhi, 110033, India",37.0,49,Saturday,18,Vegetable Market,2020-05-16,Delhi
